"chapterId","questionType","QuestionPhrase","Answer1","Answer2","Answer3","Answer4","Answer5","CorrectAnswerAsLetter","textIfCorrect","textIfIncorrect","questionImageId","solutionImageId"
"8","Multiple Choice","<SPAN STYLE="""" >Durch einen Kupferdraht fliesst ein Strom von 10 A. Nun wird die Spannung erh&ouml;ht. Welche der folgenden Aussagen trifft </SPAN><SPAN STYLE=""text-decoration:underline ;"" >nicht</SPAN><SPAN STYLE="""" > zu?</SPAN>","<SPAN STYLE="""" >Die Spannung &uuml;ber dem Draht wird gr&ouml;sser</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke im Draht wird gr&ouml;sser</SPAN>","<SPAN STYLE="""" >Die W&auml;rmeabgabe des Drahtes wird gr&ouml;sser</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke im Draht wird kleiner</SPAN>","VOID","d","<SPAN STYLE="""" >Durch die gr&ouml;ssere Stromdichte, als Folge der gr&ouml;sseren Stromst&auml;rke, wird der Draht w&auml;rmer. Der Widerstand wird mit steigender Temperatur je nach Materialart gr&ouml;sser.</SPAN>","<SPAN STYLE="""" >Durch die gr&ouml;ssere Stromdichte, als Folge der gr&ouml;sseren Stromst&auml;rke, wird der Draht w&auml;rmer. Der Widerstand wird mit steigender Temperatur je nach Materialart gr&ouml;sser.</SPAN>","",""
"8","Multiple Choice","<SPAN STYLE="""" >Welche Kennlinie geh&ouml;rt zu einem 4 &Omega; Widerstand?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","<SPAN STYLE="""" >e</SPAN>","e","VOID","<SPAN STYLE="""" >Bei welcher Kennlinie ergibt die Berechnung R = U / I = 4 Ohm?<BR>Bei 4V und 1A  besteht ein Schnittpunkt der die Bedingung erf&uuml;llt.</SPAN>","386","387"
"8","Multiple Choice","<SPAN STYLE="""" >Welche Kennlinie geh&ouml;rt zu einem 2 Ohm Widerstand?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","<SPAN STYLE="""" >e</SPAN>","d","VOID","<SPAN STYLE="""" >R = U / I muss 2 Ohm sein.</SPAN>","388","389"
"8","Multiple Choice","<SPAN STYLE="""" >Welche Aussage ist richtig?</SPAN>","<SPAN STYLE="""" >R1 ist 4 mal kleiner als R2.</SPAN>","<SPAN STYLE="""" >R1 ist gleich gross wie R2.</SPAN>","<SPAN STYLE="""" >R1 ist 2 mal kleiner als R2.</SPAN>","<SPAN STYLE="""" >R1 ist 4 mal gr&ouml;sser als R2.</SPAN>","<SPAN STYLE="""" >R1 ist 2 mal gr&ouml;sser als R2.</SPAN>","d","<SPAN STYLE="""" >R1 = U / I = 8Ohm         R2 = U / I = 2Ohm</SPAN>","<SPAN STYLE="""" >R1 = U / I = 16V / 2A =?          R2 = U / I = ?</SPAN>","390",""
"8","Multiple Choice","<SPAN STYLE="""" >Welche Aussage ist richtig?</SPAN>","<SPAN STYLE="""" >I2 ist 4 mal gr&ouml;sser als I1</SPAN>","<SPAN STYLE="""" >I1 ist 2 mal gr&ouml;sser als I2</SPAN>","<SPAN STYLE="""" >I2 ist 2 mal gr&ouml;sser als I1</SPAN>","<SPAN STYLE="""" >I1 ist 4 mal gr&ouml;sser als I2</SPAN>","<SPAN STYLE="""" >I1 ist gleich gross wie I2</SPAN>","b","<SPAN STYLE="""" >I1 = U / R = 4A       I2 = U / R = 2A</SPAN>","<SPAN STYLE="""" >I1 = U / R = ? A       I2 = U / R = ? A</SPAN>","391",""
"7","Multiple Choice","<SPAN STYLE="""" >In welchem Draht ist die Stromdichte am gr&ouml;ssten?</SPAN>","<SPAN STYLE="""" >Beim Draht mit 0,75 mm</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > Querschnitt</SPAN>","<SPAN STYLE="""" >Beim Draht mit 1,5 mm</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" >Querschnitt</SPAN>","<SPAN STYLE="""" >Beim Draht mit 2,5 mm</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > Querschnitt</SPAN>","<SPAN STYLE="""" >Bei allen gleich gross</SPAN>","VOID","b","<SPAN STYLE="""" >Die Stromdichte gibt an, wie viele Ampere durch 1mm</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > des Leiters fliesst.<BR>S = I / A</SPAN>","<SPAN STYLE="""" >Die Stromdichte gibt an, wie viele Ampere durch 1mm</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > des Leiters fliesst.<BR>S = I / A<BR>Bei:      a = 3A/mm</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" >    b = 1A/mm</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" >       c = 2A/mm</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN>","392",""
"7","Multiple Choice","<SPAN STYLE="""" >Wie gross darf die Stromst&auml;rke durch diese Sammelschiene h&ouml;chstens sein, wenn die Stromdichte nicht gr&ouml;sser als 10 A / </SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >mm</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > sein darf?</SPAN>","<SPAN STYLE="""" >40 A</SPAN>","<SPAN STYLE="""" >10 A</SPAN>","<SPAN STYLE="""" >800 A</SPAN>","<SPAN STYLE="""" >400 A</SPAN>","VOID","d","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Der Leiterquerschnitt der Schiene betr&auml;gt  4 * 20 mm  = 80 mm</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-top;"" >2<BR></SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Durch das Loch fliesst kein Strom. Loch = 4 *10 mm = 40 mm</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-top;"" >2.</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > <BR>Der wirksame Leiterquerschnitt betr&auml;gt  A = 80 mm</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-top;"" >2</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > - 40 mm</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-top;"" >2</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > = 40 mm</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-top;"" >2</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" ><BR>I = S * A = 10 A / mm</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-top;"" >2</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > * 40 A  = 400A</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Der Leiterquerschnitt der Schiene betr&auml;gt  4 * 20 mm  = 80 mm</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-top;"" >2<BR></SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Durch das Loch fliesst kein Strom. Loch = 4 *10 mm = 40 mm</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-top;"" >2</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >  . <BR>Der wirksame Leiterquerschnitt betr&auml;gt  A = 80 mm</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-top;"" >2</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > - 40 mm</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-top;"" >2</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > = 40 mm</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-top;"" >2</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" ><BR>I = S * A</SPAN>","393","394"
"7","Multiple Choice","<SPAN STYLE="""" >In welchem Draht ist die Stromdichte gr&ouml;sser?</SPAN>","<SPAN STYLE="""" >Draht X</SPAN>","<SPAN STYLE="""" >Draht Y</SPAN>","<SPAN STYLE="""" >In beiden gleich</SPAN>","<SPAN STYLE="""" >Um das auszurechnen muss eine Spannung angegeben werden</SPAN>","VOID","b","<SPAN STYLE="""" >Draht Y ist k&uuml;rzer und hat deshalb einen kleineren Widerstand. Es fliesst ein gr&ouml;sserer Strom als im Draht X.</SPAN>","<SPAN STYLE="""" >Draht Y ist k&uuml;rzer und hat deshalb einen kleineren Widerstand. Es fliesst ein gr&ouml;sserer Strom als im Draht X.</SPAN>","395",""
"7","Multiple Choice","<SPAN STYLE="""" >In welchem Draht ist die Stromdichte gr&ouml;sser?</SPAN>","<SPAN STYLE="""" >Draht X</SPAN>","<SPAN STYLE="""" >Draht Y</SPAN>","<SPAN STYLE="""" >In beiden gleich</SPAN>","<SPAN STYLE="""" >Um das auszurechnen muss eine Spannung angegeben werden</SPAN>","VOID","c","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Bei Draht Y ist der Querschnitt doppelt so gross als bei Draht X. Deshalb fliesst durch den Draht Y zweimal mehr Strom als in Draht X.  Die Stromdichte ist  im Draht X   S</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >X </SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >= I / A  und im Draht Y  S</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >Y</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > =  (2*I)  /  (2*A) . Die Stromdichte ist deshalb in beiden Dr&auml;hten gleich gross.</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Bei Draht Y ist der Querschnitt doppelt so gross als bei Draht X. Deshalb fliesst durch den Draht Y zweimal mehr Strom als in Draht X.  Die Stromdichte ist  im Draht X   S</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >X </SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >= I / A  und im Draht Y  S</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >Y</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > =  (2*I)  /  (2*A) . Die Stromdichte ist deshalb in beiden Dr&auml;hten gleich gross.</SPAN>","396",""
"7","Multiple Choice","<SPAN STYLE="""" >In welchem Draht ist die Stromdichte gr&ouml;sser?</SPAN>","<SPAN STYLE="""" >Draht X</SPAN>","<SPAN STYLE="""" >Draht Y</SPAN>","<SPAN STYLE="""" >In beiden gleich</SPAN>","<SPAN STYLE="""" >Um das auszurechnen muss eine Spannung angegeben werden</SPAN>","VOID","a","<SPAN STYLE="""" >Draht X hat  einen kleineren spezifischen Widerstand und deshalb einen kleineren Widerstand als Draht Y. In X fliesst ein gr&ouml;sserer Strom als in Y.<BR>Deshalb ist auch die Stromdichte gr&ouml;sser.</SPAN>","<SPAN STYLE="""" >Draht X hat  einen kleineren spezifischen Widerstand und deshalb einen kleineren Widerstand als Draht Y. In X fliesst ein gr&ouml;sserer Strom als in Y. <BR>Stromdichte = I / A</SPAN>","397",""
"7","Multiple Choice","<SPAN STYLE="""" >In welchem Draht ist die Stromdichte gr&ouml;sser?</SPAN>","<SPAN STYLE="""" >Draht X</SPAN>","<SPAN STYLE="""" >Draht Y</SPAN>","<SPAN STYLE="""" >In beiden gleich</SPAN>","<SPAN STYLE="""" >Um das auszurechnen muss eine Spannung angegeben werden</SPAN>","VOID","a","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Der Querschnitt A von Y ist 4 mal gr&ouml;sser und die L&auml;nge 2 mal gr&ouml;sser. R = Rho * l  / A. Der Widerstand von Y ist deshalb halb so gross als derjenige von X. Die Stromst&auml;rke bei Y ist doppelt so gross als diejenige bei X.  S</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >x </SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >= (I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >X</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >) / (A</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >X</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >) .  S</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >Y </SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >= (2 * I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >x</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >) / (4 * A</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >X</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >)</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Der Querschnitt A von Y ist 4 mal gr&ouml;sser und die L&auml;nge 2 mal gr&ouml;sser. R = Rho * l  / A. Der Widerstand von Y ist deshalb halb so gross als derjenige von X. Die Stromst&auml;rke bei Y ist doppelt so gross als diejenige bei X.  S</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >x </SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >= (I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >X</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >) / (A</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >X</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >) .  S</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >Y </SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >= (2 * I</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >x</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >) / (4 * A</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >X</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >)</SPAN>","398",""
"7","Multiple Choice","<SPAN STYLE="""" >In welchem Draht ist die Stromdichte gr&ouml;sser?</SPAN>","<SPAN STYLE="""" >Draht A</SPAN>","<SPAN STYLE="""" >Draht B</SPAN>","<SPAN STYLE="""" >In beiden gleich</SPAN>","<SPAN STYLE="""" >Um das auszurechnen muss eine Spannung angegeben werden</SPAN>","VOID","c","<SPAN STYLE="""" >Beide haben den gleichen Querschnitt und werden vom gleich grossen Strom durchflossen.</SPAN>","<SPAN STYLE="""" >Beide haben den gleichen Querschnitt und werden vom gleich grossen Strom durchflossen.</SPAN>","399",""
"7","Multiple Choice","<SPAN STYLE="""" >In welchem Draht ist die Stromdichte gr&ouml;sser?</SPAN>","<SPAN STYLE="""" >Draht A</SPAN>","<SPAN STYLE="""" >Draht B</SPAN>","<SPAN STYLE="""" >In beiden gleich</SPAN>","<SPAN STYLE="""" >Um das auszurechnen muss eine Spannung angegeben werden</SPAN>","VOID","b","<SPAN STYLE="""" >Draht B hat den kleineren Querschnitt, wird aber vom gleich grossen Strom wie durch A durchflossen.  S = I/A.  I ist gleich gross</SPAN>","<SPAN STYLE="""" >Draht B hat den kleineren Querschnitt, wird aber vom gleich grossen Strom wie durch A durchflossen. S = I/A.  I ist gleich gross</SPAN>","400",""
"7","Multiple Choice","<SPAN STYLE="""" >In welchem Draht ist die Stromdichte gr&ouml;sser?</SPAN>","<SPAN STYLE="""" >Draht X</SPAN>","<SPAN STYLE="""" >Draht Y</SPAN>","<SPAN STYLE="""" >In beiden gleich</SPAN>","<SPAN STYLE="""" >Um das auszurechnen muss eine Spannung angegeben werden</SPAN>","VOID","a","<SPAN STYLE="""" >Der Querschnitt von Y ist 4 mal so gross als bei X. Die Stromst&auml;rke ist bei  X und Y  gleich gross.<BR> S = I/A.  I ist bei X und Y gleich gross</SPAN>","<SPAN STYLE="""" >Der Querschnitt von Y ist 4 mal so gross als bei X. Die Stromst&auml;rke ist bei  X und Y  gleich gross.<BR> S = I/A.  I ist bei X und Y gleich gross</SPAN>","401",""
"7","Multiple Choice","<SPAN STYLE="""" >In welchem Draht ist die Stromdichte gr&ouml;sser? <BR></SPAN><SPAN STYLE=""font-family: 'Symbol';"" >r</SPAN><SPAN STYLE="""" > von Kupfer = 0,0175 &Omega;*mm</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > / m<BR></SPAN><SPAN STYLE=""font-family: 'Symbol';"" >r</SPAN><SPAN STYLE="""" > von Eisen = 0,13 &Omega;*mm</SPAN><SPAN STYLE=""font-size: 6px;vertical-align: text-top;"" >2</SPAN><SPAN STYLE="""" > / m</SPAN>","<SPAN STYLE="""" >Draht X</SPAN>","<SPAN STYLE="""" >Draht Y</SPAN>","<SPAN STYLE="""" >In beiden gleich</SPAN>","<SPAN STYLE="""" >Um das auszurechnen muss eine Spannung angegeben werden</SPAN>","VOID","a","<SPAN STYLE="""" >Nach der Gleichung:  R = ( Rho * L ) / A ,  ist der Widerstand von  X  = 0,035Ohm, derjenige von Y =  0,13 Ohm. In X fliesst deshalb ein gr&ouml;sserer Strom. Die Stromdichte ist gr&ouml;sser als in Y.</SPAN>","<SPAN STYLE="""" >Nach der Gleichung:  R = ( Rho * L ) / A ,  ist der Widerstand von  X  kleiner als derjenige von Y.</SPAN>","402",""
"32","Multiple Choice","<SPAN STYLE="""" >F&uuml;r welche Anwendungen verwendet man weichmagnetische Stoffe?</SPAN>","<SPAN STYLE="""" >Dauermagnet</SPAN>","<SPAN STYLE="""" >Relais</SPAN>","<SPAN STYLE="""" >Transformator</SPAN>","<SPAN STYLE="""" >Kompassnadel</SPAN>","VOID","bc","VOID","VOID","",""
"32","Multiple Choice","<SPAN STYLE="""" >Welche Feldlinienbilder sind richtig eingezeichnet?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","ad","VOID","<SPAN STYLE="""" >Feldlinien treten am Nordpol aus und am S&uuml;dpol ein. Feldlinien welche in gleicher Richtung verlaufen, stossen einander ab.</SPAN>","403",""
"32","Multiple Choice","<SPAN STYLE="""" >Welches Feldlinienbild ist richtig eingezeichnet?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","a","VOID","VOID","404",""
"32","Multiple Choice","<SPAN STYLE="""" >Welche Aussage ist falsch?<BR>Magnetische Feldlinien....</SPAN>","<SPAN STYLE="""" >-treten beim Nordpol aus und beim S&uuml;dpol ein.</SPAN>","<SPAN STYLE="""" >-stossen einander ab, wenn sie parallel in der gleichen Richtung verlaufen.</SPAN>","<SPAN STYLE="""" >-beginnen am Nordpol und enden am S&uuml;dpol</SPAN>","<SPAN STYLE="""" >-k&ouml;nnen nicht vernichtet, aber abgelenkt werden</SPAN>","VOID","c","VOID","<SPAN STYLE="""" >Mag.Feldlinien sind geschlossene Linien. Wenn sie aus einem ferromagnetischen Material austreten, nennt man diese Stellen &bdquo; Nordpol&ldquo;.    Mag. Feldlinien durchdringen  ferromagnetische Stoffe. Der mag. Widerstand ist in ferromagnetischen Stoffen sehr klein.</SPAN>","",""
"32","Multiple Choice","<SPAN STYLE="""" >Welches Feldlinienbild dieses 4-poligen Stators ist korrekt gezeichnet?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","a","VOID","VOID","405",""
"32","Multiple Choice","<SPAN STYLE="""" >Welches Feldlinienbild ist richtig eingezeichnet?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","b","VOID","VOID","406",""
"32","Multiple Choice","<SPAN STYLE="""" >Unter dem Begriff &bdquo;Ferromagnetische Stoffe&ldquo; versteht man Stoffe welche..</SPAN>","<SPAN STYLE="""" >immer magnetisch sind.</SPAN>","<SPAN STYLE="""" >nie magnetisch sind.</SPAN>","<SPAN STYLE="""" >das magnetische Feld besser leiten als andere Stoffe.</SPAN>","<SPAN STYLE="""" >die magnetischen Feldlinien aufhalten.</SPAN>","VOID","c","VOID","VOID","",""
"32","Multiple Choice","<SPAN STYLE="""" >Welche der folgenden Stoffe sind ferromagnetische Stoffe?</SPAN>","<SPAN STYLE="""" >Nickel</SPAN>","<SPAN STYLE="""" >Gold und Silber</SPAN>","<SPAN STYLE="""" >Kupfer und Silber</SPAN>","<SPAN STYLE="""" >Kobalt</SPAN>","VOID","ad","VOID","VOID","",""
"32","Multiple Choice","<SPAN STYLE="""" >Unter dem &bdquo;Pol&ldquo; eines Magneten versteht man:</SPAN>","<SPAN STYLE="""" >Diejenige Stellen bei denen die Feldlinien austreten.</SPAN>","<SPAN STYLE="""" >Das positive oder negative Ende eines Magneten.</SPAN>","<SPAN STYLE="""" >Diejenigen Enden eines Magneten, welche unmagnetisierte Eisenst&uuml;cke abstossen.</SPAN>","<SPAN STYLE="""" >Die Orte eines Magneten mit der gr&ouml;ssten Kraftwirkung</SPAN>","VOID","d","VOID","<SPAN STYLE="""" >Pol nennt man denjenigen Teil eines Magneten, bei welchem die Feldlinien ein- oder austreten. Dort haben sie auch die gr&ouml;sste Kraftwirkung.</SPAN>","",""
"32","Multiple Choice","<SPAN STYLE="""" >Welches Feldlinienbild ist richtig?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","d","VOID","<SPAN STYLE="""" >Die Feldlinien treten beim Nordpol aus und beim S&uuml;dpol ein</SPAN>","407",""
